Num,Id,Created,User,Text,Likes,Retweets,Geolocation,Location,Language,User_Id,User_Name,User_Followers,User_Following
104,1338069821687259136,2020-12-13 10:34:40,gordonmccreadie,"RT @Lanarkshire_Pol: ⛔Do not call 101 or 999 for info on #COVID19

Misuse of 101/999 could cost lives

For the latest guidance on #Coronavi…",0,1,,"Scotland, United Kingdom",en,792188264,Superintendent Gordon McCreadie,3140,1542
105,1338069814221352962,2020-12-13 10:34:38,guntadownunder,"RT @watch_union: Ich kann es übrigens nicht mehr hören, dass die Politiker:innen die jetzige Lage nicht vorhersehen konnten. 

Die Kanzleri…",0,12,,,de,564477219,Lockdown-OnceAgain,9,145
106,1338069813218992130,2020-12-13 10:34:38,CaponFree,#Coronavirus https://t.co/nyvQHkd6Tn,0,0,,,und,1255187817359081474,فتامينات ايهرب كود خاص. CMB2496,12,42
107,1338069805967044608,2020-12-13 10:34:36,Bijan_Cyrus,#UnitedNations #NobelPeacePrize #PersianGulf #GoldenHearts #SuccessTrain #StarfishClub #JoyTrain #coronavirus… https://t.co/wdM9FxrMJj,0,0,,The World Of Love & Kindness. ,und,450474254,❤️ The King Of Love From IRAN❤️ Wishes You Love!❤️,2797,2399
108,1338069800287793153,2020-12-13 10:34:35,A_P_Gaur,RT @HPCL: The world has been living under the shadow of a global pandemic for some time now. We are all aware about the precautions to be t…,0,14,,,en,1284731801487867904,A P Gaur,6,34
109,1338069794860490752,2020-12-13 10:34:33,AppenKristin,"RT @Procyon25: #Querdenken verboten, aber Gegendemonstrationen erlaubt? Offensichtlich wird das #Coronavirus nur instrumemtalisiert, regier…",0,17,,"Niedersachsen, Deutschland",de,1309737315842117632,Kristin von Appen,984,1761
110,1338069764149817346,2020-12-13 10:34:26,donqachi,Don't wait for anyone to treat you...please use our local spices and stay safe from covid 19. #COVID19… https://t.co/Sc5M5XUGr9,0,0,,"Lagos, Nigeria",en,248753195,Onyii,35,78
111,1338069755241123841,2020-12-13 10:34:24,ElenaRural,"RT @scasanovam: Los médicos, enfermeras, personal sanitario...que entregan cada día su vida hasta el agotamiento físico y mental, tras casi…",0,75,,"Madrid, Comunidad de Madrid",es,147107949,Elena Hernández,1303,382
112,1338069724257787904,2020-12-13 10:34:17,MaxGnecchi,"@UCDavisGT @Camille_Rosa15 Thanks a lot for spreading this relevant scientific contribution. 
#Covid_19 #coronavirus #SARSCoV2 #research",1,0,,"Pavia, Lombardia",en,1276444346372501504,"MASSIMILIANO GNECCHI, MD, PhD, FESC",132,330
113,1338069715000963074,2020-12-13 10:34:14,colabiert,"RT @Lars9596: ""Will you get the #CoronaVaccine?""

""Werden Sie sich gegen den #CoronaVirus impfen lassen?""

PLEASE #VOTE &amp; RT! 

#Illner - #…",0,116,,braunschweig x 63,de,1714693490,verd(ash)tig #bIm,640,118
114,1338069681513619457,2020-12-13 10:34:06,Kcplus1,"RT @Minimuisje67: En meneer Rutte. Uw salaris staat elke maand lekker op uw bankrekening. 

U bent verantwoordelijk voor broddelwerk. ⬇️⬇️…",0,34,,Level 3,nl,383672736,Kcplus,185,440
115,1338069670956568579,2020-12-13 10:34:04,cosmicrage69,"RT @Lanf040264: Ancora oggi in #Lombardia non si trova il #vaccino antiinfluenzale, ma solo camici.

Ma #Fontana che fa?

#12dicembre #facc…",0,25,,,it,983322517753552897,cosmicrage,34,31
116,1338069645358731266,2020-12-13 10:33:58,kohl_torsten,"Unser Clan hat beschlossen die Weihnachtsfamilienfeier diesmal ausfallen zu lassen, um unsren 84 jährig. Paten &amp; se… https://t.co/J1vwGPQAwd",0,0,,Iran,de,1097584064960303105,Panda,180,41
117,1338069636022145030,2020-12-13 10:33:56,Mohsen_Tavakol,"Likewise, if you pray and ask 7.8 billion people to pray for being spared from #CoronaVirus infection, nothing will… https://t.co/Q2lILFbEBC",0,0,,"Stockholm, Sweden",en,424879343,𝐌𝐨𝐡𝐬𝐞𝐧 𝐓𝐚𝐯𝐚𝐤𝐨𝐥,882,952
118,1338069590258065413,2020-12-13 10:33:45,MudassirAzam_,RT @HPCL: The world has been living under the shadow of a global pandemic for some time now. We are all aware about the precautions to be t…,0,14,,,en,1279397031186853889,Mudassir,3,1
119,1338069589662584832,2020-12-13 10:33:44,mainpost,Das öffentliche Leben in #Deutschland wird angesichts der sich ausbreitenden #Corona-Pandemie schon ab dem kommende… https://t.co/IcsO5Z1dlI,0,0,,Würzburg • Germany,de,17437721,mainpost,10709,597
120,1338069589377347587,2020-12-13 10:33:44,4E93C4B107FEA2,"RT @ICYMIvideo: ICYMI | Polly Boiko | Give China a break!

Beijing is getting major stick for its handling of the #coronavirus outbreak. Bu…",0,82,,世界概况,en,3407376472,.³,1039,4898
121,1338069582024761344,2020-12-13 10:33:43,Christinsky2017,"""Ab Mittwoch in #Bayern alle Schulen und Kitas zu, kein Risiko eingehen."" #Söder #coronavirus",0,0,,"München, Bayern",de,911691120643633154,Christina Lewinsky,458,712
122,1338069578899988481,2020-12-13 10:33:42,MrBark5,"#lockdown #pressekonferenz #CoronaVirusDE #coronavirus 
Nicht die Wirtschaft soll wieder finanzielle Hilfe bekommen… https://t.co/CTN7z1UwEI",2,0,,,de,1303761022847799296,MrBark,5,13
123,1338069578094665732,2020-12-13 10:33:42,ChaloLondon,"Is the #thirdwave #imminent? #Christmas #London #UK #coronavirus 

https://t.co/GiKMn31zA8",0,0,,London,en,2958884367,Chalo London,5,108
124,1338069575062220802,2020-12-13 10:33:41,elperiodicoaqui,"🦠#CORONAVIRUS | Gandia registra 243 positivos por coronavirus en las dos últimas semanas
https://t.co/t4kKRGEQmt",0,0,,"Valencia, Comunitat Valenciana",es,204405084,El Periódico de Aquí,10200,4371
125,1338069541621030916,2020-12-13 10:33:33,DrAwab,"RT @FaizanHayat13: COVID-19 in Pakistan 
First 42 Days:

POSITIVITY RATE:
1st Wave (30 Apr - 10 Jun): 15.32%
2nd Wave (1 Nov - 12 Dec): 6.6…",0,1,,"Karachi, Pakistan",en,5567892,Awab Alvi,154901,7484
126,1338069536327815168,2020-12-13 10:33:32,KriznikMarjana,@Viva_la_vita_0 @ARD_Presseclub @Volker_Herres @friiyo @koehroliver @ChristinaBerndt @phoenix_de @tagesschau… https://t.co/edcTVh61ZO,0,0,,Düsseldorf,de,1184535612604452864,Marjana Križnik,33,122
127,1338069530501914625,2020-12-13 10:33:30,FriedSey,"RT @silke_schoeps: Herr #Palmer hat in Tübingen genau das umgesetzt, was für #AfD schon lange fordert: schützt die Risikogruppen! #coronavi…",0,1,,,de,1314610334771093505,Sey Fried Man,151,406
128,1338069527662358529,2020-12-13 10:33:30,Alattus,"German lockdown: Merkel orders tough new COVID curbs.
#coronavirus #lockdown #germanlockdown #Covid_19
https://t.co/R35QcArAZ6",0,0,,Bonn - Germany,en,30974918,Asumpta Lattus,1083,1397
129,1338069516677509120,2020-12-13 10:33:27,BarkerAlexandra,"RT @Leic_hospital: An historic day! We’re delighted to begin vaccinating patients, care home workers and NHS staff at highest risk of #coro…",0,78,,,en,376086814,alexandra barker,268,1003
130,1338069515515670528,2020-12-13 10:33:27,NejcHaberman,RT @CellPressNews: Therapeutic nucleic acid based technologies could be a powerful tools for combatting coronaviruses. Read this @TrendsBio…,0,60,,"London, England",en,1116022688416436226,Nejc Haberman,67,95
131,1338069510042120195,2020-12-13 10:33:25,cinar_bahattin,"@Artelice_5 Maske=bordo bereliler,
Mesafe=İha/Siha ve Komandolar,
Temizlik =Hainlerin leşleri 
TAMAM @suleymansoylu… https://t.co/nL4uf7rHYL",0,0,,,tr,1307366593027026946,BAHATTİN ÇINAR,320,1127
132,1338069509685571587,2020-12-13 10:33:25,ROYCEBARTON8,"RT @SkyNews: #Coronavirus: A third of people in the UK have seen conspiracy theories discouraging against getting a #COVID19 vaccine, a stu…",0,14,,,en,1239321377208963072,ROYCE BARTON,27,107
133,1338069497702440960,2020-12-13 10:33:23,sunflower32,#covid19 #coronavirus #fuck #you,0,0,,Home,und,21862100,Leanne 🛬🏖🏝,152,1498
134,1338069490974695425,2020-12-13 10:33:21,HindiKhabar,"Haryana: कोरोना के बाद अनिल विज को सीने में हुआ संक्रमण, इलाज के लिए PGI रोहतक किया रेफर
@anilvijminister @cmohry… https://t.co/SfPXgCd1Uq",2,0,,"New Delhi, India",hi,101540585,हिन्दी ख़बर Hindi Khabar,15977,412
135,1338069459370717185,2020-12-13 10:33:13,s9tmt,RT @RidgeOnSunday: NHS chiefs have warned of a 'third wave' of #coronavirus cases amid concerns over the relaxation of rules over Christmas…,0,11,,manchester,en,279176310,Theresa Travis,6438,1447
136,1338069455511965697,2020-12-13 10:33:12,RND_de,"Kein Alkohol in der Öffentlichkeit während des Lockdowns vom 16. Dezember bis 10. Januar, ein generelles Verkaufsve… https://t.co/Efbt4p4Civ",7,1,,Hannover,de,2885573171,RND,21728,572
137,1338069449111265280,2020-12-13 10:33:11,ChinaDaily,"RT @CDHKedition: #HK registered 95 new #COVID19 infections on Sunday, including 41 local cases from untraceable sources — the highest spike…",0,3,,"Beijing, China",en,87775422,China Daily,4348820,539
138,1338069448721358848,2020-12-13 10:33:11,ANADAMER0N,"RT @watch_union: Ich kann es übrigens nicht mehr hören, dass die Politiker:innen die jetzige Lage nicht vorhersehen konnten. 

Die Kanzleri…",0,12,,sixteen • bi • ✿ • slytherin ,de,1294042702657589250,ana | an’ika ⚡︎ very busy w school,478,499
139,1338069447949639682,2020-12-13 10:33:11,cinar_bahattin,"@cemkucuk55 @suleymansoylu Maske=bordo bereliler,
Mesafe=İha/Siha ve Komandolar,
Temizlik =Hainlerin leşleri 
TAMAM… https://t.co/oOYpK4EMx3",0,0,,,tr,1307366593027026946,BAHATTİN ÇINAR,320,1127
140,1338069447727337472,2020-12-13 10:33:11,stefaniesachse6,"... wenn die Zahlen bis Januar nicht runtergehen, was kommt dann? Wer ist schuld? #coronavirus",2,0,,Bavaria,de,1275016259420250113,Stefanie 🇩🇪❤🇺🇸,300,411
141,1338069427225587713,2020-12-13 10:33:06,Poulaybresay,"RT @FabDelettres: Toi aussi réalise ton tuto comme le spécialiste du JT de @TF1 

🙏🏻
#MerciDocteur #Coronavirus #covid #OnEstSauvé https://…",0,13,,Terres du Nord,fr,243311288,Foulek,202,368
142,1338069424708861954,2020-12-13 10:33:05,Varinder_87,RT @HPCL: The world has been living under the shadow of a global pandemic for some time now. We are all aware about the precautions to be t…,0,14,,,en,1280077719552708608,Varinder,3,2
143,1338069424558002178,2020-12-13 10:33:05,suesz_von_dir,"An Weihnachten nicht euren Großeltern zu kommunizieren, macht euch nicht zu Helden. Ihr hattet 8 Monate Zeit Videot… https://t.co/DBgvbeUphd",0,0,,"Berlin, Deutschland",de,1272458937393086466,Süß von dir,3,0
144,1338069421827485698,2020-12-13 10:33:04,WoodfordinDK,"In #Europe yesterday #Germany remains the hardest hit nation in the #EU as it reported 21,816 new #COVID19 infectio… https://t.co/Ktvs7FTIoV",0,0,,"Faaborg, Denmark",en,174137795,Shane Woodford,13257,2698
145,1338069415787638786,2020-12-13 10:33:03,Christos_Marazo,RT @YanniKouts: #Germany increases #coronavirus lockdown measures. Retail stores to be shut down starting Wednesday throughout holiday seas…,0,3,,European Union,en,163986899,Christos Marazo,758,682
146,1338069413921128450,2020-12-13 10:33:03,DurgaiRajaab,"RT @PTTVOnlineNews: கேரளாவில் அனைவருக்கும் இலவச கொரோனா தடுப்பூசி : பினராயி விஜயன் https://t.co/A7pGMydD21
#Kerala | #coronavirus",0,8,,,ta,519168655,BDR,133,543
147,1338069403984773120,2020-12-13 10:33:00,kashyap5,"RT @Asifbhamlaa: #Day18 The poor have been severely hit by the coronavirus pandemic.

Volunteers of @bhamlafoundatio doing mask, sanitizer…",0,1813,,Deogarh,en,1469668039,Bhai ka fan,150,453
148,1338069396611342336,2020-12-13 10:32:58,IainLees,"RT @DarrenEuronews: BREAK: Angela Merkel announces German national lockdown - Wednesday until Jan 10th #coronavirus

🔸Non essential shops t…",0,9,,"England, United Kingdom",en,769802145726132224,Iain Lees,5164,5105
149,1338069395906695168,2020-12-13 10:32:58,lordor86,"RT @DrPuerner: Ohne langfristige Strategie ist ein harter #Lockdown wertlos.  

Priorität muss der Schutz derer haben,die von #COVID19 star…",0,70,,,de,2992696053,Hans Peter,21,60
150,1338069386264010752,2020-12-13 10:32:56,manuchanclas,"RT @jatirado_oc: #Coronavirus #Covid19 Coronavirus España hoy, noticias de última hora en directo | Gabinete de crisis en Alemania para end…",0,3,,me encantan los gatos y perros,es,89939029,Manu barro ❤️💛💜,1836,5001
151,1338069386196905986,2020-12-13 10:32:56,operated5000,RT @Cemil25631316: Bana 6 ayda bulunmuş bir aşıyı heleki ölüm oranı dünyada 1000  de 6 olan 50 yaş altında  100.000 yada 200.000 de 1 kişi…,0,2,,turkey,tr,146917668,cryptonomist,176,1739
152,1338069370996658176,2020-12-13 10:32:52,LynnRajamaa,"Danke fürs Verarschen mit den Lockerungen... Unterschätzung, von wegen... wisst ihr doch seit letzter Woche, dass i… https://t.co/YXJ1LOjpZA",0,0,,everywhere I wish,de,1248421832,Lena Rajamaa,6,77
153,1338069365250551809,2020-12-13 10:32:51,eden007_,RT @Mediavenir: 🇨🇳 FLASH - La ville chinoise de #Dongning est confinée après la découverte d'un cas de la #COVID19. Tous les transports son…,0,293,,Jin Hit Entertainment ,fr,3079483383,⟬⟭Diyuki⟭⟬⁷ᴮᴱ🐋💜ᴮᵗˢᵖᵒᵖ,484,3051
154,1338069349547044864,2020-12-13 10:32:47,SWRAktuellRP,Merkel kündigt harten Lockdown ab 16. Dezember an. #Lockdown #coronavirus https://t.co/fApIVlhDyL,4,0,,Mainz,de,21185911,SWR Aktuell RP,44305,471
155,1338069348573974529,2020-12-13 10:32:47,africanaffairs,"Now playing on African Affairs Radio: Track 07 by Ken Appiah &amp; Soul Winners! Tune in now.
Live (Nonstop African Mus… https://t.co/QzvinsabyD",0,0,,,en,68545047,African Affairs,1071,1076
156,1338069338289401856,2020-12-13 10:32:45,CDHKedition,"#HK registered 95 new #COVID19 infections on Sunday, including 41 local cases from untraceable sources — the highes… https://t.co/8FfrLAfTk2",1,3,,Hong Kong ,en,1257998445589041153,China Daily Hong Kong,2144,199
157,1338069332459462656,2020-12-13 10:32:43,bitcoinconnect,PS5 Stock Alerts: How to Get Instant Stock Updates and SMS Notifications on Where to Buy Console SEE MORE HERE ==&gt;… https://t.co/ucuA5qTfBK,0,1,,,en,306127388,All Express News,1201,35
158,1338069321927585792,2020-12-13 10:32:41,mcpete,"RT @DarrenEuronews: BREAK: Angela Merkel announces German national lockdown - Wednesday until Jan 10th #coronavirus

🔸Non essential shops t…",0,9,,"Hertfordshire, UK",en,14050532,Steve W,2253,1449
159,1338069319633268736,2020-12-13 10:32:40,24clm,"La pandemia de #coronavirus deja ya más de 71,7 millones de casos y 1,6 millones de muertos https://t.co/6kaXBHfnKF a través de @24clm",0,0,,"Toledo, España",es,819809576,clm24.es,32026,3252
160,1338069305389412352,2020-12-13 10:32:37,pbiedma,"#Oficial

🇩🇪 Alemania: Lockdown hasta el 10 de enero.

#CoronaVirusDE #coronavirus #Covid_19",0,0,,"Colonia, Renania-Westfalia",es,19510211,🇪🇺 Pedro Biedma,3316,2785
161,1338069303296462849,2020-12-13 10:32:36,A_Bredenbroeker,"RT @laurinlues: ""Corona ist außer Kontrolle geraten"" so MP Markus Söder
#coronavirus",0,1,,Dortmund,de,332548751,Andrea Bredenbröker,593,507
162,1338069289933352961,2020-12-13 10:32:33,imrekovacs73,"RT @CoronaEnglish: Dear World, please look at #Switzerland for once. This is happening and still people are enjoying their Sunday lunch out…",0,13,,"Zug, Schweiz",en,4839369929,Imre Kovacs,40,249
163,1338069282803109888,2020-12-13 10:32:31,f_silvestrini,Wegen der hohen Zahl an gemeldeten #Corona-#Neuinfektionen haben Bund und Länder einen #Lockdown in Deutschland bes… https://t.co/wClWRXDgu3,0,0,,"Berlin, Deutschland",de,1303690257066602496,Fabio Silvestrini,5,115
164,1338069280865345541,2020-12-13 10:32:31,_whisper11,RT @EFEnoticias: La Organización Mundial de la Salud (OMS) registró en las últimas 24 horas más de 13.000 muertes globales y 692.000 nuevos…,0,317,,,es,807188008558534656,Jimena 🌲🎅☃️,1147,992
165,1338069278914961411,2020-12-13 10:32:30,WaggelRijder,@ikbenmiriam @MinPres Wat is er nu belangrijker? Stoppen van verspreiding #coronavirus  of een zwemdiploma wat ze later ook nog kan halen.,0,0,,,nl,423735052,WaggelRijder,178,459
166,1338069269741858816,2020-12-13 10:32:28,AnkitGaur_007,RT @HPCL: The world has been living under the shadow of a global pandemic for some time now. We are all aware about the precautions to be t…,0,14,,,en,1273566392319528960,Ankit Gaur,2,11
167,1338069265052815360,2020-12-13 10:32:27,lvndx__,"RT @Mediavenir: 🇫🇷 FLASH - Le professeur Philippe #Juvin ""espère"" que le #vaccin contre la #COVID19 fonctionnera, car sinon ""1 à 10 épisode…",0,182,,,fr,1246818860839436290,SL’’,100,74
168,1338069254529282048,2020-12-13 10:32:25,FRauerNE,"Ca. 12.30 Uhr Pressekonferenz von @ArminLaschet zu den Beratungen im Bund-
Länder-Kreis und den weiteren Maßnahmen… https://t.co/WTNRI95qmY",0,0,,"Düsseldorf, Deutschland",de,1546359649,Frank Rauer 🇩🇪 🇪🇺 🇺🇳,448,1169
169,1338069252738347009,2020-12-13 10:32:24,JohannaGeurts,#coronavirus #Covid_19 #coronamaatregelen #GreatReset https://t.co/LpxRY1uTG7,0,1,,"Arnhem, Gelderland",und,3313247458,Ans Geurts 💥,248,367
170,1338069247885455360,2020-12-13 10:32:23,Vegan_4Animals,"RT @pizzaital: ...
• #BreakingNews: #Germany #Lockdown 
[#Covid19 #CoronaVirus]
• #Eilmeldung #Deutschland :
Bund und Länder einigen sich L…",0,2,,Worldwide,de,1061618357722669060,Save_Animals_Govegan,317,122
171,1338069242827124738,2020-12-13 10:32:22,PuuhduFerkel,"RT @watch_union: Ich kann es übrigens nicht mehr hören, dass die Politiker:innen die jetzige Lage nicht vorhersehen konnten. 

Die Kanzleri…",0,12,,find me,de,861092024,puuh derbaer,1786,450
172,1338069231108284420,2020-12-13 10:32:19,ad_iannotti,@SkyTG24 Perchè diffondete fake news??? In Svezia 742 morti contro Italia 1.060 morti per milione di abitanti. E no… https://t.co/9jGFP5nABv,0,0,,Milano,it,27408297,A.D. Iannotti,838,3282
173,1338069230923567105,2020-12-13 10:32:19,Dr_RachnaTandon,US #FDA emergency use authorization for #Pfizer #vaccine against #coronavirus. Approved for 16 year old and above.… https://t.co/kPyVIcksVm,0,0,,India,en,2838387865,Rachna Tandon,72,120
174,1338069230621777925,2020-12-13 10:32:19,Drazzo92,"Es gibt nicht den einen #Coronavirus !!

Es gibt Millionen Corona-Viren!!!!!!

Ein für Alle mal!!!!!

#Coronavirus:… https://t.co/8bJzzvQNg0",0,0,,,de,1312316724025454592,Drazzo,34,300
175,1338069230542053378,2020-12-13 10:32:19,jens_enmann,"Es ist nicht nur die #Strategie, die fehlt. Sondern auch komplett die Fähigkeit zur Selbstkritik. #lockdown #coronavirus",0,0,,,de,145822157,Jens Vögele I 360°-Kommunikation,149,145
176,1338069222317043712,2020-12-13 10:32:17,TheCuckoosNest7,"RT @SkyNews: #Coronavirus: A third of people in the UK have seen conspiracy theories discouraging against getting a #COVID19 vaccine, a stu…",0,14,,,en,1248453468064370691,News@TheCuckoosNest7,304,541
177,1338069217208373248,2020-12-13 10:32:16,JoJo5576191964,"RT @watch_union: Ich kann es übrigens nicht mehr hören, dass die Politiker:innen die jetzige Lage nicht vorhersehen konnten. 

Die Kanzleri…",0,12,,,de,1261339568189714438,JoJo55@JoJo55,47,192
178,1338069216050745349,2020-12-13 10:32:15,BahnRoyal,#Weihnachten macht das Virus keine Pause. Von daher können wir uns auch an Weihnachten keine kleine #Lockerung des… https://t.co/EjShBJaAN4,1,0,,🇪🇺,de,1244588187617542149,BahnRoyal🌻🍀💚,214,602
179,1338069197117665281,2020-12-13 10:32:11,rollemanmos,"RT @Opinieleader: Uitvinder ‘VACCIN’ neemt het zelf NIET!

Jij wel????

#Corona #coronamaatregelen #coronatest #CoronaCrisis #coronavirus #…",0,24,,Niemandsland .. Vrijheid..,nl,932744790936031232,Ik verlang naar het Nederland van vroeger ...,797,1722
180,1338069192877207552,2020-12-13 10:32:10,bzzworld2020,"Maybe this news blog came to you at the right time.

What is metabolic syndrome? https://t.co/2utgHBZrks… https://t.co/1dZhIUIeD8",0,0,,world-wide,en,299044324,Bzzworld,2965,2548
181,1338069185507811328,2020-12-13 10:32:08,CamiloGuezRodri,RT @vetcov19: VIKTIGT #coronavirus #Sweden #ScienceMatters #FactsMatter #COVID19 #journalists #media https://t.co/3EWN2WoWPd,0,38,,,sv,700400316555124736,Camilo Rodríguez,483,2399
182,1338069177886781440,2020-12-13 10:32:06,SeYDuNa_21,"6-
Bunu da #CoronaVirus araciligiyla yapacaklardir

Teknokrasi'de;

1-iktidarda Teknik uzmanlar
ve
Bilim (Film) Kur… https://t.co/P3IsyHNh1P",1,0,,Almanya,tr,392443073,SeYDuNa,6005,944
183,1338069173579165697,2020-12-13 10:32:05,txelori,RT @Txetxujm: Postura de PP y VOX en la pandemia del #coronavirus https://t.co/oT5Xr2csHS,0,14,,,es,1511703528,Txema Lopez,190,383
184,1338069162405531649,2020-12-13 10:32:03,mister_ricci,Il punto è un altro: non serve smuovere marito moglie figli nonni nipoti e cugini per andare in un cazzo di negozio… https://t.co/Syp3GNIGWL,0,0,,"Toscana, Italia",it,117363440,Davide,2616,2732
185,1338069139064311810,2020-12-13 10:31:57,LucRam7,"RT @Mediavenir: 🇫🇷 FLASH - Le professeur Philippe #Juvin ""espère"" que le #vaccin contre la #COVID19 fonctionnera, car sinon ""1 à 10 épisode…",0,182,,,fr,1088126321300029440,OvÉg,387,1010
186,1338069134605770754,2020-12-13 10:31:56,miquelcartro,"Parets blanques, #Poema #Hospital Comarcal de l’Alt #Penedès Al personal #sanitari d’emergències de neteja tothom q… https://t.co/Brm1PtYAwz",0,0,,Catalunya,ca,560885965,@miquelcartro,1362,1431
187,1338069131812368384,2020-12-13 10:31:55,COVIDLive,"464 new cases and 7 new deaths in Israel 

[10:31 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",0,0,,,en,1236273574895329281,Coronavirus Updates,745,2
188,1338069125122445312,2020-12-13 10:31:54,LIZ_de,"Nun kommt der #Lockdown für ganz Deutschland ab Mittwoch, 16.12.2020 und Böller für #Silvester gibt es auch keine z… https://t.co/80nvUjOo5z",3,0,,Leipzig,de,32996754,L-IZ.de,11466,3907
189,1338069112812167168,2020-12-13 10:31:51,Alevas37556989,"Mein geliebtes Europa, wie sie dich gemacht haben!  Die Geschichte wird mit ihnen unerbittlich sein, aber es wird z… https://t.co/sckouPWRSB",0,0,,,de,1298696550651232260,Alevas,7,97
190,1338069111843270657,2020-12-13 10:31:51,steltenpower,"RT @Vickyvdtogt: Government response to covid is down to level Melania.

#COVID19NL #blijfthuis #coronavirus https://t.co/deWxApn0tl https:…",0,3,,"🌍,https://🕸️,🇪🇺,Twente,",en,76693160,"Ruud Steltenpool,🤔🔗📊,🚲👨‍👩‍👧‍👧,💾🌳",2303,4994
191,1338069109691592705,2020-12-13 10:31:50,VrijeMeinung,"#Covid_19 #coronavirus
#coronamaatregelen #mondkapje
#vaccination
https://t.co/MG4viafdFD .",0,0,,"Leiden, Nederland",und,866947665531195392,#KICKOUTRUTTE,2127,2215
192,1338069092821991424,2020-12-13 10:31:46,ActionTime,RT @ActionTime: Which Nation's #Vaccine Rollout Will Be Fast &amp; Efficient #COVIDSecondWave #coronavirus #Covid19UK #IARTG #CoronaVirusUpdate…,0,1,,"Beautiful Vancouver, Canada",en,1620010466,E.H. Hau #Resist #Persist,91297,85870
193,1338069087398793216,2020-12-13 10:31:45,crtzbrg,"Wacht die Schweizer Politik jetzt endlich auf? 🇨🇭

#Covid_19 #Coronavirus #Schweiz @NZZaS 

https://t.co/XOkwNLMl1U",1,0,,"Zürich, Schweiz",de,787034470771724288,Leonard Creutzburg,175,416
194,1338069082306994176,2020-12-13 10:31:44,LarsReckermann,Friseure dicht vor Weihnachten. Härter kann es die deutsche Seele nicht treffen. #coronavirus #CoronaVirusDE,0,0,,"Oldenburg (Oldenburg), Deutschland",de,60690827,Lars Reckermann,714,363
195,1338069079949627395,2020-12-13 10:31:43,Rupesh3134,"RT @TV9Marathi: 'रक्तदान करा, एक किलो चिकन, पापलेट किंवा पनीर मोफत घेऊन जा'; रक्तदान वाढवण्यासाठी शिवसेनेचा फंडा! https://t.co/zYhpO3DzRQ
#…",0,5,,महाराष्ट्र भारत,mr,1260829748483284992,Rupesh-$🇮🇳🚩🏹,799,342
196,1338069075050762242,2020-12-13 10:31:42,borderhelix2017,"RT @NiemalsD: Wenn man Mitglied in einer egoistischen, nur auf sich bezogenen Partei ist und die Gesundheit anderer leichtfertig auf das Sp…",0,5,,,de,870895737332264960,crazy demon #FairerUmgangMiteinander🦒,1590,1619
197,1338069072483938304,2020-12-13 10:31:41,Dein_Bayern,@toucanbox und @familotel haben genau zur richtigen Zeit das Richtige zum Zeitvertreib im #Adventskalender… https://t.co/T97lOFNvAt,0,0,,"Germany, Bavaria, Chiemsee",de,53358693,Dein Bayern,401,29
198,1338069055060795393,2020-12-13 10:31:37,szdemirci,RT @dogalsosyolog: CHP' deki taciz vakası ülke genelindeki #coronavirus vakasını geçecek.,0,80,,,tr,1083074257,SİNAN DEMİRCİ 🟢 🇹🇷,407,317
199,1338069050400911364,2020-12-13 10:31:36,roteBestie,"@SZ Das ist doch Totalversagen von @Markus_Soeder und Co, den Möchtegernmachern. Seit November ein Lockdown-light u… https://t.co/DOv084j3ka",0,0,,"München, Bayern",de,787557182,rote Bestie,11,61
200,1338069047531933696,2020-12-13 10:31:35,arzusaylam,"RT @Usyinn: Basında çıkan haberlerden anladığım kadarıyla Ak Parti #Biontech'ten aşı almış ve kendi partililerine yaptırmış bile.

Fakat bi…",0,7,,"İzmir, Türkiye",tr,1091579291459043329,Eytarzusaylam,5194,4749
201,1338069030045970432,2020-12-13 10:31:31,gala_gala__,RT @Mediavenir: 🇨🇳 FLASH - La ville chinoise de #Dongning est confinée après la découverte d'un cas de la #COVID19. Tous les transports son…,0,293,,"Marseille, France",fr,918816247986507777,𝕾𝖚𝖓𝕶𝖊𝖓𝕽𝖔𝖈𝖐,165,483
202,1338069011280629760,2020-12-13 10:31:27,Fight4yurRights,RT @AndrewScheer: Now we know how the Liberals will pay for their massive deficits. Trudeau announced the Carbon Tax is going from $50 to $…,0,444,,"Ontario, Canada",en,1113036914909745152,🇨🇦MJ🇨🇦,587,883
203,1338069007937757187,2020-12-13 10:31:26,mycowork_space,"RT @PM_Results: Looking to find a remote job?  There were thousands advertised weekly before the pandemic - this is how to find them
 https…",0,2,,Online Directory,en,1087975080729165824,MyCowork.Space,1007,437
204,1338068996160180226,2020-12-13 10:31:23,LebrunMicka,"RT @Mediavenir: 🇫🇷 FLASH - Le professeur Philippe #Juvin ""espère"" que le #vaccin contre la #COVID19 fonctionnera, car sinon ""1 à 10 épisode…",0,182,,France,fr,598617762,Micka,145,602
205,1338068995916881920,2020-12-13 10:31:23,gpalmen,"RT @Opinieleader: Uitvinder ‘VACCIN’ neemt het zelf NIET!

Jij wel????

#Corona #coronamaatregelen #coronatest #CoronaCrisis #coronavirus #…",0,24,,Mook,nl,22672330,guus palmen,962,1229
206,1338068965566844929,2020-12-13 10:31:16,patrilpa,RT @Txetxujm: Postura de PP y VOX en la pandemia del #coronavirus https://t.co/oT5Xr2csHS,0,14,,Las Palmas de Gran Canaria,es,1234805353726038016,Patricia,11,59
