Num,Id,User,Text,Likes,Retweets,Geolocation,Location,Language,User_Id,User_Name,User_Followers,User_Following
113,1338066702475595777,Immer_neben_dir,"Einfach mal eine Runde heulen, weil Nachbarn meiner Gruppe in dieser schweren Zeit eine Weihnachtsfreude machen wol… https://t.co/NICb3QTjo6",0,0,,,de,1140702559570747393,Schlussgedanke,72,450
114,1338066697513799681,Bot_Corona_V,"RT @blocodemocracia: Aprovado, nesta sexta-feira (11/12), o #ProjetoDeLei 2.230/20, do dep @AndreQuintaoPT, líder do #DemocraciaELuta, q ob…",0,6,,Brazil,pt,1082540114973245440,Bot CoronaVirus,2470,9
115,1338066694569390080,EnrikeLopez,RT @CMonteroOficial: Este lunes comienza la vacunación @pfizer contra el #coronavirus en Estados Unidos https://t.co/WQDwVEQrNI,0,12,,"Leon, Spain.",es,71779714,Enrique López (con😷)#PruebasRapidas #COVIDcero,3508,4985
116,1338066692077973504,IrmakOzgen,İki yıl önce kedimi korona-fib den kaybettiğimde nasıl olur da aşısını bulamazlar bu kadar değersiz mi hayvanlar de… https://t.co/jdrb6YBjDH,0,0,,"Çeşme, Türkiye",tr,1754635656,Irmak,130,659
117,1338066679759319041,mdr_th,In ganz Thüringen ab Mittwoch kein Präsenzunterricht in den Schulen mehr. Bis 22.12.2020 und zw. 4. und 8.1.2021 wi… https://t.co/7drpmnYuKP,5,4,,Erfurt,de,1267674805,MDR THÜRINGEN,20120,777
118,1338066670888374277,Kasia_HP,RT @historyvaccines: The FDA has approved the first #coronavirus #vaccine for the United States. Now begins a public health intervention un…,0,4,,"Las Vegas, NV",en,44250371,KasiaHP,8231,5379
119,1338066668568932353,reinersauer,"#Verschwörungsmythen #Lockdown #RKI #Covid_19 #coronavirus 
Laut RKI Bericht Verstarben vom 11.12 bis 12.12 498 Men… https://t.co/jXtGKYVQ3G",0,0,,,de,706480260,Reiner Sauer,5,4
120,1338066654698287106,Haro_Digital,🔴#Coronavirus | La Rioja lamenta dos nuevos fallecidos en una jornada en la que bajan los casos activos https://t.co/5Fzqlzrubn,0,0,,"Haro, España",es,761561786160144384,Haro Digital,2201,1875
121,1338066643868471296,ChitoriaDinesh,"RT @DainikBhaskar: कोरोना देश में: अब तक देश में केवल 11.01% नागरिकों का टेस्ट हुआ; इसमें 6.44% लोग संक्रमित पाए गए
https://t.co/63xO44g7IB…",0,3,,"New Delhi, India",hi,4920420859,Dinesh Chitoria,215,60
122,1338066641767129091,GulistanNewsTV,"With 30,254 new cases, India's COVID-19 tally reaches 98,57,029

#CoronaVirusUpdates #Coronapandemic #Coronavirus… https://t.co/w2VMI5JObf",0,0,,Jammu And Kashmir,en,1015106434701250562,Gulistan News,11075,4
123,1338066632636305408,ApilArma,"RT @Mediavenir: 🇫🇷 FLASH - Le professeur Philippe #Juvin ""espère"" que le #vaccin contre la #COVID19 fonctionnera, car sinon ""1 à 10 épisode…",0,172,,Metz France,fr,703282237,RoadtoRiches,512,451
124,1338066630790828037,AhoraNegocios_,"RT @AhoraNoticiasEs: 👉 Tres claves que debes conocer de la vacuna del #coronavirus que llegará a España.

Aquí te las contamos ⤵️ 
https://…",0,5,,,es,3152279092,#AhoraNegocios_,1132,758
125,1338066620619558912,SABRINA54896608,"RT @blocodemocracia: Aprovado, nesta sexta-feira (11/12), o #ProjetoDeLei 2.230/20, do dep @AndreQuintaoPT, líder do #DemocraciaELuta, q ob…",0,6,,,pt,1291030850960797697,SABRINA DOS SANTOS PEREIRA,0,16
126,1338066620011474945,AhoraSalud_,"RT @AhoraNoticiasEs: 👉 Tres claves que debes conocer de la vacuna del #coronavirus que llegará a España.

Aquí te las contamos ⤵️ 
https://…",0,5,,Andalucía,es,2848240246,#AhoraEnSaludInformaT,558,359
127,1338066616383365120,g_evgenidis,RT @YanniKouts: #Germany increases #coronavirus lockdown measures. Retail stores to be shut down starting Wednesday throughout holiday seas…,0,2,,,en,347089179,George Evgenidis,15583,2407
128,1338066608233844737,AhoraViajar,"RT @AhoraNoticiasEs: 👉 Tres claves que debes conocer de la vacuna del #coronavirus que llegará a España.

Aquí te las contamos ⤵️ 
https://…",0,5,,Andalucía,es,1559201648,#AhoraViajar,1846,370
129,1338066582178656256,tersachan,"RT @bar1star: 日本の医療危機、まさに
Winter Is Coming
って感じがする。

今コロナをナメてかかったら他の重症疾患との相乗効果で、例年にない死亡者が出る。

#WinterIsComing 
#GameOfThrones 
#coronavirus…",0,7,,Kansai region in Japan 関西 日本,ja,226638157,Anonymousness metal😷🇯🇵 香港加油🇭🇰,1492,4998
130,1338066573945237510,berettasudaca,"#Vacunas #covid
#plandemia #Covid_19
#coronavirus #Peru #Chile
Cancelan ensayos. @ReutersLatam
@TheSun
@Independent… https://t.co/FRTJ0EnDn7",0,0,,"Cardenal Caro, Libertador Gene",es,473238229,KBarbara Beretta B.,3045,5001
131,1338066550448922624,Retweet_TopNews,"RT @Mediavenir: 🇫🇷 FLASH - Le professeur Philippe #Juvin ""espère"" que le #vaccin contre la #COVID19 fonctionnera, car sinon ""1 à 10 épisode…",0,171,,,fr,925358710377074689,Retweet_TopNews,433,501
132,1338066539908653057,CvN13355,"RT @AlexandravonNah: #Germany toughens its anti-#COVID measures, starting this Wednesday.
German Chancellor Merkel has announced the closur…",0,2,,Bonn - Berlin - Brussels,en,2816636430,Carsten von Nahmen,1275,739
133,1338066532337774593,AmberNaveed6,#theUltimateRemedy #theUltimateTruth #COVIDSecondWave #Covid_19 #coronavirus https://t.co/yx7usuyCFx,0,0,,"Islamabad, Pakistan",und,1022491509030092801,Amber Naveed,109,59
134,1338066521575211008,yocibou,"RT @globaltimesnews: North #China's Tianjin found #coronavirus on the outer packaging of a batch of imported frozen pork from #Argentina, l…",0,3,,,en,374490485,よしぼ～,4605,3605
135,1338066511588519936,wj8mTOWsVvaxlk7,"RT @nikki_miumiu: From President of the United States to ppl who mentioned #Wuhan #Coronavirus, they are either flagged or got suspended, b…",0,46,,,zh,1185403631329136640,$10,20,559
136,1338066511257366529,G_Giglinger,"RT @DrPuerner: Ohne langfristige Strategie ist ein harter #Lockdown wertlos.  

Priorität muss der Schutz derer haben,die von #COVID19 star…",0,66,,"Maria Enzersdorf, Österreich",de,716137991232688128,Georg Giglinger,57,107
137,1338066493125365761,eloedakn,"RT @Mediavenir: 🇫🇷 ALERTE INFO - 13 947 cas de #coronavirus en 24h en #France, en hausse par rapport à samedi dernier (12 923). (SPF) #COVI…",0,217,,France / Turquie 𐱅𐰇𐰼𐰰 🇹🇷,fr,2433252977,❀𝕖𝕕𝕒𝕒,83,148
138,1338066477711233024,AlexandravonNah,"#Germany toughens its anti-#COVID measures, starting this Wednesday.
German Chancellor Merkel has announced the clo… https://t.co/x9jMlB4b0s",0,2,,"Brussels, Belgium",en,444892441,Alexandra von Nahmen,3387,1679
139,1338066471075930112,pijaykay,"RT @DrPuerner: Ohne langfristige Strategie ist ein harter #Lockdown wertlos.  

Priorität muss der Schutz derer haben,die von #COVID19 star…",0,66,,Deutschland ,de,3541709237,pijaykay,203,322
140,1338066455586344971,AhoraNoticiasEs,"RT @AhoraNoticiasEs: 👉 Tres claves que debes conocer de la vacuna del #coronavirus que llegará a España.

Aquí te las contamos ⤵️ 
https://…",0,5,,,es,1069598298,#AhoraNoticiasAndalucía®,4530,4482
141,1338066450355982341,cataplexies,"RT @risklayer: Day 285: #Germany #Coronavirus Summary 12/12:
Well, what a day again :(
- 21,648 new #Corona cases today (+3176 higher than…",0,34,,,en,33634032,cata,271,127
142,1338066448850235392,DrMFell,"RT @DrPuerner: Ohne langfristige Strategie ist ein harter #Lockdown wertlos.  

Priorität muss der Schutz derer haben,die von #COVID19 star…",0,66,,,de,2466473605,Marco Fell,332,648
143,1338066442412052480,jillianjordan,"RT @DailypostCo: ""Under what circumstances are we allowed to go out?...What are we going to do with our living?""
A #Wuhan resident is denie…",0,5,,,en,25786908,Jillian Jordan,215,1292
144,1338066429145395201,ilkebyrm,"RT @Mediavenir: 🇫🇷 FLASH - Le professeur Philippe #Juvin ""espère"" que le #vaccin contre la #COVID19 fonctionnera, car sinon ""1 à 10 épisode…",0,171,,,fr,109043889,ilke Bayram,18,252
145,1338066424871456768,commeastroboy,"RT @Mediavenir: 🇫🇷 FLASH - Le professeur Philippe #Juvin ""espère"" que le #vaccin contre la #COVID19 fonctionnera, car sinon ""1 à 10 épisode…",0,171,,Paris coté Mexico,fr,1016416089411084289,💀,257,239
146,1338066415492984834,bellaserdaroglu,@Markus_Soeder Endlich #schulenzu !! Leider 6 Wochen zu spät! #coronavirus,1,0,,,de,493237400,Isabella,1,54
147,1338066386422259712,YanniKouts,#Germany increases #coronavirus lockdown measures. Retail stores to be shut down starting Wednesday throughout holi… https://t.co/Z6876nhbP7,2,2,,Athens · Berlin · Brussels,en,77528520,Yannis Koutsomitis,73184,25440
148,1338066371477966849,yoasse23,"RT @Mediavenir: 🇫🇷 FLASH - Le professeur Philippe #Juvin ""espère"" que le #vaccin contre la #COVID19 fonctionnera, car sinon ""1 à 10 épisode…",0,172,,,fr,1667024582,Eytoian ⭐⭐,712,310
149,1338066371222048769,BelgianWaffle1,"Geen respect voor de regels, geen medische behandelingen totdat jullie het begrepen hebben. 
#coronavirus 

Lockdow… https://t.co/UEqdEPCGy8",0,0,,Europe,nl,453768731,MC 💙 the 🦅 and the 🐝 and the 🌼 and the 🌳,3988,4688
150,1338066370706219008,dieseldog43,RT @GrahamGGrant: Today’s #comment on the #Covid #vaccine drive as the #SNP’s rhetoric begins to unravel #coronavirus https://t.co/IVzfNX64…,0,12,,Rochdale,en,261461264,Billy Hutcheson,1005,1214
151,1338066364075008005,RonnieRummel,"RT @DrPuerner: Ohne langfristige Strategie ist ein harter #Lockdown wertlos.  

Priorität muss der Schutz derer haben,die von #COVID19 star…",0,66,,Bald Anchorage - dann offshore,de,1196126306926288896,rummel-ronnie,179,1613
152,1338066363773038592,COVIDLive,"5 new cases in Australia 

[10:20 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",0,0,,,en,1236273574895329281,Coronavirus Updates,745,2
153,1338066362183405570,Damian0706,"RT @TigressEllie: 148+ school staff dead up to June when attendance was less than 25%.
How many now ?
#coronavirus #COVID19 #SARSCoV2 https…",0,30,, London ,en,721982474,Damian,10608,10606
154,1338066361424207873,AhoraComunica2,"RT @AhoraNoticiasEs: 👉 Tres claves que debes conocer de la vacuna del #coronavirus que llegará a España.

Aquí te las contamos ⤵️ 
https://…",0,5,,España,es,860201316903243776,AhoraComunica2®,1290,1080
155,1338066359121481728,KrntnyGzllstr,"@tarihdergi Rastgele karşıma çıkan, eski yada küçüklük fotoğraflarınızın kalitesini arttırıp ve gerekirse renklendi… https://t.co/3a5d5jqllY",0,0,,,tr,1246762630888542208,Karantinayı Güzelleştir,327,0
156,1338066352876249088,vincetucker01,"If 10,000 have caught COVID in hospital. Does this not prove that as one assumes hospitals have the best virus cont… https://t.co/9fyUzd4sMH",0,0,,"UK, Surrey.",en,194946118,Vince Tucker,1160,2512
157,1338066337390862337,domstadtmedicus,"@BILD Ich dachte, das neue „#InfektionsSCHUTZgesetz“ wurde verabschiedet, damit die Regierung SCHNELL auf Krisen re… https://t.co/0xQu1WSrfI",1,1,,"Köln, Deutschland",de,1241284721281302528,Domstadt Medicus,23,71
158,1338066330810011648,RealityFirst3,#Covidioten #coronavirus #coronamaatregelen #CoronaVaccine #Coronazis https://t.co/j5d576eXzI,1,1,,,und,1202851971918712832,Reality First,201,119
159,1338066322878500865,hobbesmommytwo,"RT @l78lancer: This needs to be stated loud and clear:

The folks coming into black and brown communities and immigrant communities promoti…",0,17,,,en,103654311,Lynnette Stephan,1606,2695
160,1338066322673053697,EytDeliSefer,"RT @Usyinn: Basında çıkan haberlerden anladığım kadarıyla Ak Parti #Biontech'ten aşı almış ve kendi partililerine yaptırmış bile.

Fakat bi…",0,4,,,tr,1187316774880120832,ANGARALI SEFER,8802,8469
161,1338066322089979911,tonyvdr1,"RT @Mediavenir: 🇫🇷 FLASH - Le professeur Philippe #Juvin ""espère"" que le #vaccin contre la #COVID19 fonctionnera, car sinon ""1 à 10 épisode…",0,172,,,fr,1275476329484505094,tonyvdr,1,1
162,1338066321490157568,Rukhsar_Ghumman,"RT @NewsPoint786: The US Agency for Disease Control and Prevention has approved the use of the corona vaccine Pfizer

#US #USA
#Pfizer
#Cor…",0,1,,Pakistan,en,717598225243316224,𝓡𝓾𝓴𝓱𝓼𝓪𝓻 𝓕𝓪𝓽𝓲𝓶𝓪,141,699
163,1338066309347733504,sim010101,"RT @eu_mayor: They will be in effect until 31 December #TheMayorEU #coronavirus #Cyprus #COVIDSecondWave 
https://t.co/W1BMdwQH6p",0,5,,Cyprus 🇨🇾,en,3027750446,99% Sim,10272,10836
164,1338066301818982401,JellogEichiro19,"RT @Mediavenir: 🇫🇷 FLASH - Le professeur Philippe #Juvin ""espère"" que le #vaccin contre la #COVID19 fonctionnera, car sinon ""1 à 10 épisode…",0,172,,"Sevran, France",fr,1259886736563482626,jellog,29,35
165,1338066300015419392,MarcoZannoniCOT,RT @MarcoZannoniCOT: Toch nog maar een keer een pleidooi voor plan van aanpak komende maanden en nieuwe toespraak premier: vertellen groter…,0,4,,,nl,205717449,Marco Zannoni,2608,2436
166,1338066299793022978,gopiharan,"RT @newsradiolk: COVID-19 PCR tests conducted in Sri Lanka has surpassed 1 million. With 15,239 tests carried out yesterday, a total of 1,0…",0,2,,Sri Lanka,en,63758487,Gopiharan Perinpam,7718,1161
167,1338066299403051011,SabineCzaska,RT @norman_dus: Mutti macht endlich alles dich ab 16.12.20 #lockdown #Lockdown2 #harterLockdown #merkel #coronavirus,0,1,,NRW ,de,749885939393105920,❤ Sabine ❤🍀😘,594,657
168,1338066294244057090,parlo88,"RT @Lanf040264: Vedo la #Merkel, molto addolorata quando si parla di #coronavirus.

Ne sente la responsabilità.

Mentre dall'#Italia se la…",0,3,,"Tirana, Albania",it,1213294132786950144,reo.parlo🕸,88,90
169,1338066277152251910,ShirneenMadhoo,Stop panic buying...y'all know yourselves 👀 #SecondWave #coronavirus,0,0,,,en,1298026304,Nini🖤,2612,205
170,1338066267832524800,laurinlues,"Viele wichtige und gute Maßnahmen wurden heute getroffen.
Aber mal schauen, wann Kultusministerin #Eisenmann und di… https://t.co/1zyA69SkFu",4,1,,"Baden-Württemberg, Deutschland",de,1171083050031157250,Laurin Lüssenheide🚩,3422,2417
171,1338066254356226048,JoMiAguilar,"RT @SURDeporte: 🦠 CRISIS DEL #CORONAVIRUS
#Fútbol ⚽ La sentida dedicatoria de Ontiveros a su abuela, afectada por el Covid-19. Nos lo cuent…",0,2,,"Málaga, Andalucía",es,183254765,José Miguel Aguilar,2492,2389
172,1338066234634547200,EnrikeLopez,"RT @marcofuguett: Mis respetos, algún día estos chinos están la razón de dónde y por qué del #coronavirus https://t.co/2fEm7I60AJ",0,1,,"Leon, Spain.",es,71779714,Enrique López (con😷)#PruebasRapidas #COVIDcero,3508,4985
173,1338066231568588800,vcop_,"RT @Im_NJA: #این_آر_او_کے_سوالی
Despite reports of #Coronavirus puffiness and terrorism by secret agency, PDM will play tomorrow with peopl…",0,8,,Earth,en,1174672954833158146,vampzii,101,17
174,1338066212740358145,TakingSteps_HS,"RT @Nelsims411: As a person with a #Disability , #Brexit frightens me.

Possible further stripping of rights/support via Tory policy - ( #D…",0,3,,,en,733173153489420288,Helen Sims,938,1770
175,1338066202497851392,ENM1989,#CoronaVirus: Bundesregierung will #Lockdown ab Mittwoch https://t.co/O596i1pDUF,0,0,,"Leipzig, Deutschland",de,311007997,Nico Müller,277,712
176,1338066184428810241,afca1900michel,RT @VanHvdh: #Hoekstra (van KLM) wordt geconfronteerd met de beelden op Schiphol met al die opeengepakte mensen die lekker op vakantie gaan…,0,2,,,nl,195750233,michel,1975,1084
177,1338066183317200897,TenNewsDotIn,"उत्तर प्रदेश सरकार बनाने जा रही है नोएडा में कोरोना वैक्सीन का सबसे बड़ा स्टोरेज , पढ़े पूरी खबर
#UttarPradesh… https://t.co/SqvLlmT4Qq",1,0,,"New Delhi, India",hi,39551720,TenNews.In : National News Portal,4581,439
178,1338066183195594752,JoMiAguilar,"RT @DiarioSUR: 🦠 CRISIS DEL #CORONAVIRUS
#Málaga Estas son las tiendas que abren este domingo en la provincia con el nuevo horario permitid…",0,3,,"Málaga, Andalucía",es,183254765,José Miguel Aguilar,2492,2389
179,1338066160970047489,name91267531,@NYGovCuomo YES KING!!!! Living room spread accounts for 73% of rising infections!!! FOLLOW THE SCIENCE!!!!… https://t.co/dTvbzM2A5K,0,0,,,en,1338060775458545667,name,0,0
180,1338066156838596610,1970Germano,"RT @RomaSette: La povertà al tempo del #coronavirus: presentata l’edizione aggiornata della guida “Dove mangiare, dormire, lavarsi a Roma”,…",0,11,,,it,389395835,Germano Baldazzi #SalviamoINostriAnziani,2183,2023
181,1338066154062016513,sergiodelgado76,"@gmnzgerard Totalment d'acord amb aquesta reflexió. 

La pandèmia de #covid19 té molts factors que encara no coneix… https://t.co/CZGbyrWWzl",0,0,,"Barcelona, Catalunya, España",ca,248207548,Sergio Delgado Molina,3808,436
182,1338066151339909120,savegrassroots,Imagine waking up on Xmas day and having no food/presents because this will be the case for many unfortunate famili… https://t.co/at2WRh2TFY,0,0,,,en,1197615487,SaveGrassRootsFooty,27041,6910
183,1338066150115119105,JAGambero,"El ""gobierno"" SOCIALCOMUNISTA ha llevado a España como el país de mayor mortalidad por #coronavirus.

Mientras llev… https://t.co/bjj6sSasvn",0,0,,España,es,2521437925,José Antonio Gambero🇪🇸🇪🇺,18033,17535
184,1338066147464372224,Cemil25631316,Adam ne güzel özetlemiş bee helal sana #Vatandasdevlettir #Covid_19 #coronavirus https://t.co/f85FHfwba0,2,0,,,tr,1332791286319943685,Cemil,504,1356
185,1338066138014621696,cornyMDstudents,"Two in U.K. Suffer Allergic Reaction to Pfizer’s Covid-19 Vaccine | The Wall Street Journal

#coronavirus #COVID19… https://t.co/qVc7JKOyCx",1,0,,,en,2648815788,"Smiling, MD",8794,113
186,1338066132880642049,teluguinnews,"భారత్ లో మరో 30,254 కేసులు…391 మరణాలు 

 https://t.co/lS8a32gj2Y

#IndiaFightsCorona #IndiaFightsCOVID19… https://t.co/CnxDMWB7JS",0,0,,,te,1399239708,teluguIN,3125,362
187,1338066131186290689,XboxRetweeter,RT @bitcoinconnect: Live updates as Amazon Black Friday begins plus PS5 stock and Sky deals SEE MORE HERE ==&gt; https://t.co/9diE9l1LHF  #GeF…,0,1,,,en,1332740896199237636,Xbox Series X Retweeter,318,3
188,1338066131169533953,XboxRetweeter,RT @bitcoinconnect: Assassin's Creed Valhalla - what PC hardware is needed to match PS5 visuals? SEE MORE HERE ==&gt; https://t.co/8PTOFMzQGs…,0,1,,,en,1332740896199237636,Xbox Series X Retweeter,318,3
189,1338066107928879111,tolkyu,"RT @Mediavenir: 🇫🇷 FLASH - Le professeur Philippe #Juvin ""espère"" que le #vaccin contre la #COVID19 fonctionnera, car sinon ""1 à 10 épisode…",0,172,,,fr,1085096417629294592,tokhgo,92,112
190,1338066101389783041,dmitra12,RT @HPCL: The world has been living under the shadow of a global pandemic for some time now. We are all aware about the precautions to be t…,0,5,,Mumbai ,en,3860054414,Debashis Mitra,115,525
191,1338066100232335361,margajim,RT @EFEnoticias: La Organización Mundial de la Salud (OMS) registró en las últimas 24 horas más de 13.000 muertes globales y 692.000 nuevos…,0,310,,Sevilla (España),es,236177791,MªMARGARITA JIMENEZ,1449,3233
192,1338066091550121984,JoMiAguilar,"RT @DiarioSUR: 🦠 CRISIS DEL #CORONAVIRUS
#Sucesos #VélezMálaga Detienen al influencer multado por organizar fiestas cuando conducía un Mase…",0,6,,"Málaga, Andalucía",es,183254765,José Miguel Aguilar,2492,2389
193,1338066080003198978,Watkanjijdoen1,RT @VenitaDAnthonij: Net het bericht ontvangen dat de onderbouw van de basisschool van onze meiden de komende week dicht gaat. Leerkrachten…,0,8,,Nederland,nl,1056047613357801473,Watkanjijdoen,131,219
194,1338066068905058305,ftarrio,"Ojo a esto: 
https://t.co/jpbg09qTiE

#coronavirus #Navidad",1,0,,La #Coruña #España 🇪🇸 ,es,284207247,Francisco JF Tarrío,3897,1363
195,1338066066686283776,antondepierro,"RT @antondepierro: Aulo #Mechelli era un mio amico,una persona straordinaria.Era il responsabile dell'anagrafe di Roma.E' morto di #Covid_1…",0,99,,"Roma, Lazio",it,2608133516,Antonello De Pierro,65799,59058
196,1338066055609126917,Richard_Sedgley,Life on the brink of tiers on the Cornwall and Devon border #Cornwall #coronavirus https://t.co/zZnXK9t64H,0,0,,"South West, England",en,4046900609,Richard Sedgley,205,453
197,1338066039607681027,DrKISEKKAMARTI2,"RT @SkyNews: #Coronavirus: A third of people in the UK have seen conspiracy theories discouraging against getting a #COVID19 vaccine, a stu…",0,10,,,en,1280906135818698753,Dr. KISEKKA MARTIN,111,97
198,1338066034176176132,Le_Progres,"Congés, fériés, RTT : ces jours de repos pourront-ils vous être enlevés en 2021 ? 👉 https://t.co/LKvPjVBr2R… https://t.co/CutGhg04bc",0,0,,"Lyon, France",fr,51409170,Le Progrès,164683,347
199,1338066014504955904,deutschmikey,#Deutschland Harter #Lockdown ab Mittwoch #coronavirus,0,0,,,de,2499819283,deutschmikey 🇪🇺🇩🇪,1555,1853
200,1338065994481348610,maryfloor,"RT @Opinieleader: Uitvinder ‘VACCIN’ neemt het zelf NIET!

Jij wel????

#Corona #coronamaatregelen #coronatest #CoronaCrisis #coronavirus #…",0,20,,,nl,107209093,Maryfloor для России وإيران وسوريا,4212,4754
201,1338065986608529410,samanta_om,"RT @DainikBhaskar: कोरोना देश में: अब तक देश में केवल 11.01% नागरिकों का टेस्ट हुआ; इसमें 6.44% लोग संक्रमित पाए गए
https://t.co/63xO44g7IB…",0,3,,"West Bengal, India",hi,3007934556,Saffronised Dibyojyoti,848,857
202,1338065948532740096,ChassaingAndre,RT @Facts_n_Facts: #COVID19 [BREAKING] Étude @Princeton : La + grande étude de traçage au Monde à ce jour (500 000 pers) détermine que les…,0,13,,,fr,1146341459500646400,Andre Chassaing,496,493
203,1338065947152748544,RealityFirst3,#coronavaccin #coronavirus #coronamaatregelen #Covidioten https://t.co/PpVfUaZbw2,0,0,,,und,1202851971918712832,Reality First,201,119
204,1338065946204889089,AnnyONym,"RT @3mausimhaus: ""#Weihnachten zu fünft, na und?"" Je eher der #Lockdown kommt, desto mehr Leben retten wir. 
#BlitzLockdown #Merkel #Länder…",0,2,,Aibhinne Ama,de,250106155,Anny O'Nym,776,691
205,1338065939095580673,gegenrede,"Derweil Einbußen bei den steuerfinanzierten Verantwortlichen: null. Das Land, in dem wir gut und gerne leben.… https://t.co/ULROtC9CWe",0,0,,Berlin,de,382908137,Alexander Fritsch,332,147
206,1338065910935007232,marcusPiero,"Europaverde Ischia #Urraro  #Coronavirus 

CORONAVIRUS. PER LE FESTE NATALIZIE SPIEGAMENTO DI 70 MILA AGENTI https://t.co/7l1ZptLlT7",0,0,,Italia,it,773784054,piero maddaloni,54,197
207,1338065901543972864,jb_1655_OM13,"@philippejuvin PTDRRRRRRRRRR t'as cru quoi mon con ? 😂😂😂😂😂
•
#COVID19france #Covid_19 #COVID19 #coronavirus #vaccin… https://t.co/J73D1f3wcR",0,0,,,fr,1238530559128805377,Josh_SF_OM13,465,1043
208,1338065887748911111,generacomplotti,#fakeNews Alcuni hacker dicono che il #Coronavirus non è stato messo a punto dall'élite per farci sapere la verità… https://t.co/tP6r7ekigw,0,0,,Italia,it,1249068072360697862,generatoreDiComplotti,677,197
209,1338065878823415808,DainikBhaskar,कोरोना देश में: अब तक देश में केवल 11.01% नागरिकों का टेस्ट हुआ; इसमें 6.44% लोग संक्रमित पाए गए… https://t.co/V3kTsWfDeb,15,3,,India,hi,67378160,Dainik Bhaskar,1331077,104
210,1338065878722625542,ActionTime,"How #Vaccine Rollout Will Compare in #UK,#Canada &amp; #USA #COVIDSecondWave #coronavirus #Covid19UK #IARTG… https://t.co/WQKdeI0z4H",1,1,,"Beautiful Vancouver, Canada",en,1620010466,E.H. Hau #Resist #Persist,91297,85869
211,1338065852554305544,geographile,"RT @SaloomaEssa: #photooftheday 🇵🇸📸🇵🇸
#CoronaVirusUpdates 🦠🌚
Gaza Strip is cautiously getting back to normal life after a two-day lockdown…",0,2,,California,en,18594598,geographile,4432,3907
212,1338065846321614850,lankasrinetwork,"கொரோனா தாக்கிய ஆண்களுக்கு இந்தப் பிரச்சனை ஏற்படுமாம்... மருத்துவர்கள் எச்சரிக்கை!

https://t.co/kCVNmMKQor… https://t.co/AzPfcFDqvK",0,0,,London,ta,226007356,Lankasri Network,4729,44
213,1338065833122279424,salander62,RT @Txetxujm: Postura de PP y VOX en la pandemia del #coronavirus https://t.co/oT5Xr2csHS,0,9,,Barcelona,es,287320727,Salander62,3248,4962
214,1338065831763333121,HeleneHargeshe1,"RT @Querdenken_News: Der Corona-Komplex : Was passiert hier eigentlich gerade? • von Milosz Matuschek | Gunnar Kaiser
https://t.co/XsDT7KzC…",0,1,,Unterfranken,de,1226516554642227202,Helene Hargesheimer,369,384
215,1338065826826502144,Chozha_Prince02,"RT @sunnewstamil: #TWEETUPDATE | அர்ப்பணிப்பு உணர்வுடன் செயலாற்றிய செவிலியர்களுக்கு பணி நிரந்தரம்  செய்திட வேண்டும் - மு.க.ஸ்டாலின் 

#MKSt…",0,20,,"Edmonton, Alberta",ta,175492767,Dr. Rajakumar Selvaraj,54,91
216,1338065791078584320,ChinChinsuedo,"RT @EnnioMacaluso: #coronavirus nel mondo. #Germania verso il #lockdown e nuovo record negli #Usa: un milione di contagi…
#vaccination http…",0,1,,left from right here,it,729577665871622144,Chinami,279,213
217,1338065791032438786,marya0916,RT @JavierPajaron: ‼️Sorprendidas por la @policia y @Policia_Almeria 18 personas celebrando una fiesta privada a puerta cerrada en un local…,0,2,,Almería,es,328081291,marya,504,859
218,1338065781863616512,miguelalbandoz,Ni virólogos ni pandemiólogos ni expertos con mucha expertitud. Quien primero vaticinó lo de la #TerceraOla fue… https://t.co/joDcnGNFVt,0,0,,"Cádiz, España",es,313543071,Miguel Albandoz,1312,365
219,1338065768886493184,CrettazL,"#coronavirus #suisse #épidémie

Aux USA, ils ont toujours un temps d'avance : les républicains négocient l'amnistie… https://t.co/9NIPXg2DbK",0,0,,,fr,1335573784066224133,Crettaz Patrik Laurent,4,125
220,1338065766915203072,Alcan_60,RT @Cemil25631316: Bana 6 ayda bulunmuş bir aşıyı heleki ölüm oranı dünyada 1000  de 6 olan 50 yaş altında  100.000 yada 200.000 de 1 kişi…,0,1,,,tr,1335497992091152384,H_ Alcan🇹🇷.,172,496
221,1338065761701490688,Jaxp08972415,RT @AndrewScheer: Now we know how the Liberals will pay for their massive deficits. Trudeau announced the Carbon Tax is going from $50 to $…,0,443,,,en,1241952477789843456,Jaxp,13,19
222,1338065748221190144,muddywaterblues,"RT @3mausimhaus: ""#Weihnachten zu fünft, na und?"" Je eher der #Lockdown kommt, desto mehr Leben retten wir. 
#BlitzLockdown #Merkel #Länder…",0,2,,germany/europe/earth,de,43859684,blue Filou bleibt zu Hause,840,807
223,1338065746962882562,Megstel29,"RT @Mediavenir: 🇫🇷 FLASH - Le professeur Philippe #Juvin ""espère"" que le #vaccin contre la #COVID19 fonctionnera, car sinon ""1 à 10 épisode…",0,172,,"Lille, France",fr,4296329297,𝑀𝑒𝑔 𝑆𝑡𝑒𝑙𝑚𝑎𝑠𝑧𝑦𝑘 💛,1100,1184
224,1338065735252373505,Ingedile,"United States has unleashed numerous types of biological warfares during wartime and outside of wartime in past. 
#coronavirus",0,0,,Giardini pensili di Babilonia,en,3369146355,Real Mussavi,51,114
